NAP,73.04,Aéroports
NAP,73.05,Exploitation d'ouvrages routiers à péage
NAP,73.06,Exploitation de parkings
NAP,73.07,Entrepôts autres que frigorifiques
NAP,73.08,Entrepôts frigorifiques
NAP,73.09,Remorquage et pilotage
NAP,74.01,Collecte de fret maritime
NAP,74.02,Collecte de fret aérien
NAP,74.03,Collecte de fret terrestre et fluvial
NAP,74.04,Manutention portuaire
NAP,74.05,Manutention terrestre et fluviale
NAP,74.06,Activités spécifiques d'auxiliaires des transports maritimes
NAP,74.07,Activités spécifiques d'auxiliaires de transport aérien
NAP,74.08,Autres auxiliaires des transports
NAP,74.09,Agences de voyages
NAP,74.10,Routage
NAP,75.01,P.T.T. - services communs et recherche
NAP,75.02,P.T.T. - services de télécommunications
NAP,75.03,P.T.T. - services postaux et financiers
NAP,75.04,Activités de télécommunications hors p.t.t.
NAP,65.01,Commerce de détail d'accessoires et d'équipements automobiles
NAP,65.02,Commerce de détail de carburants et lubrifiants
NAP,65.03,Vente et réparation de véhicules automobiles
NAP,65.06,Réparation de véhicules automobiles
NAP,67.01,Restaurants et cafés-restaurants (sans hébergement)
NAP,67.02,Cantines
NAP,67.03,Traiteurs
NAP,67.04,Débits de boissons (sans spectacle)
NAP,67.05,Cafés-tabacs
NAP,67.06,Débits de boissons avec spectacle
NAP,67.07,Cafés associés à une autre activité
NAP,67.08,Hôtels avec restaurant
NAP,67.09,Hôtels sans restaurant
NAP,67.10,Wagons-lits et wagons-restaurants
NAP,67.11,"Foyers d'étudiants et de jeunes travailleurs, résidences universitaires"
NAP,67.12,Installations d'hébergement à équipements développés
NAP,67.13,Installations d'hébergement à équipements légers
NAP,56.01,Récupération de ferraille et vieux métaux non ferreux
NAP,56.02,Récupération de produits divers
NAP,76.00,Holdings
NAP,77.01,Cabinets d'études techniques
NAP,77.02,Cabinets d'études économiques et sociologiques
NAP,77.03,Cabinets d'études informatiques et d'organisation
NAP,77.04,Travaux à façon informatiques
NAP,77.05,Cabinets d'architecte
NAP,77.06,Cabinets de métreur et de géomètre
NAP,77.07,Cabinets de conseils en information et documentation
NAP,77.08,Cabinets juridiques et offices publics et ministériels
NAP,77.09,Cabinets d expertise comptable et d analyse financière
NAP,77.10,Créateurs et intermédiaires en publicité
NAP,77.11,Régies publicitaires
NAP,77.12,Travaux à façon divers
NAP,77.13,Prestation temporaire de personnel
NAP,77.14,Services divers rendus principalement aux entreprises
NAP,77.15,Ordres et syndicats professionnels
NAP,78.01,Auxiliaires financiers
NAP,78.02,Auxiliaires d'assurances
NAP,79.01,Promotion immobilière
NAP,79.02,Promotion en infrastructure (services marchands)
NAP,79.03,Supports juridiques de programmes
NAP,79.04,Administration d'immeubles
NAP,79.05,Administration d'infrastructures
NAP,79.06,Agences immobilières
NAP,80.01,Location de machines et équipements agricoles
NAP,80.02,Location de matériel pour le bâtiment et les travaux publics
NAP,80.03,Location de matériel de bureau
NAP,80.04,Location de voitures particulières
NAP,80.05,Location de wagons
NAP,80.06,Location de biens de consommation
NAP,80.07,Crédit-bail mobilier
NAP,80.08,Location d'autres biens d'équipement
NAP,82.01,Enseignement général primaire et secondaire (services marchands)
NAP,82.02,Formation des adultes et formation continue (services marchands)
NAP,82.03,Autres enseignements spécialisés et professionnels et enseignement supérieur (services marchands)
NAP,82.04,Enseignement par correspondance (services marchands)
NAP,82.05,Professeurs indépendants
NAP,82.06,"Auto-écoles, écoles de pilotage"
NAP,83.01,Recherche scientifique et technique (services marchands)
NAP,66.01,Réparation de chaussures et d'autres articles en cuir
NAP,66.02,Réparation d'appareils électriques pour le ménage
NAP,66.03,Réparation de montres et horloges de bijouterie
NAP,66.04,Réparations non désignées ailleurs et sans spécialisation
NAP,84.01,Médecine systématique et de dépistage (services marchands)
NAP,84.02,Etablissements hospitaliers généraux
NAP,84.03,Cliniques générales
NAP,84.04,Etablissements hospitaliers spécialisés
NAP,84.05,Cliniques spécialisées
NAP,84.06,Dispensaires
